 Candidate State, Age Range, Sex, Study area, Study Title, Years Experience, Sector, event_type__val,Expected Ral, Residence State, Residence Italian Region, European Residence
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Calabria,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Emilia Romagna,Yes
In selection,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,Candidate notification,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lombardy,Yes
Imported,late 20s,Male,electronic Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ALBANIA,Not Italian Region,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Veneto,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,early 30s,Female,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Electrical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,chemical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Emilia Romagna,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,CHILE,Not Italian Region,No
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Female,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,chemical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Emilia Romagna,Yes
Imported,late 20s,Male,electronic Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Friuli Venezia Giulia,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Female,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lazio,Yes
Imported,late 20s,Male,chemical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Veneto,Yes
Imported,late 20s,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
First contact,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,Contact note,Not Given,ITALY,Lazio,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Tuscany,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lazio,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Male,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sardinia,Yes
Imported,early 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,early 20s,Female,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,chemical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sardinia,Yes
Imported,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lazio,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
First contact,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 0 and 1,Others,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not available,ITALY,Sicily,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Aosta Valley,Yes
Imported,late 20s,Male,Materials Science and Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Male,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,Materials Science and Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
Imported,late 20s,Female,chemical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sardinia,Yes
Imported,late 20s,Male,electronic Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lazio,Yes
Imported,late 20s,Female,chemical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,early 30s,Female,electronic Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,electronic Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,electronic Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Emilia Romagna,Yes
Imported,late 20s,Male,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lazio,Yes
Imported,late 20s,Female,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
First contact,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 0 and 1,Not Specified,CV request,Not Given,ITALY,Abruzzo,Yes
In selection,early 30s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,Candidate notification,Not Given,ITALY,Campania,Yes
Imported,late 20s,Female,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Campania,Yes
Imported,late 20s,Female,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Puglia,Yes
First contact,late 20s,Male,Electrical Engineering,Five-year degree,none,Others,Contact note,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Female,Energy and Nuclear Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lombardy,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lazio,Yes
QM,late 20s,Male,computer engineering,Five-year degree,between 0 and 1,Not Specified,Sending SC to customer,Not Given,ITALY,Abruzzo,Yes
Imported,late 20s,Male,Other,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Lazio,Yes
Imported,late 20s,Male,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,Electrical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Not Specified,Contact note,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
First contact,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,Contact note,Not Given,ITALY,Campania,Yes
Imported,late 20s,Female,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Other,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Sicily,Yes
Imported,late 20s,Female,computer engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Marche,Yes
In selection,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,between 0 and 1,Space,BM interview,34-36 K,ITALY,Sicily,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Mechanical engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Friuli Venezia Giulia,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,electronic Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
Imported,late 20s,Male,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Friuli Venezia Giulia,Yes
Imported,late 20s,Female,Biomedical Engineering,Five-year degree,none,Not Specified,CV request,Not Given,ITALY,Piedmont,Yes
First contact,late 20s,Male,Automation/Mechatronics Engineering,Five-year degree,between 1 and 3,Automotive,Contact note,Not available,ITALY,Piedmont,Yes
